budget,description,finishDays,project_tags,publishedDate,title
300000,"dibutuhkan sebuah logo dengan brand guidelinenya, logo harus memiliki filosofi, berikan portfolio terbaikmu saat bid. tanpa portfolio tidak akan direspon",7,"CorelDRAW,Graphic Design,Logo Design,Adobe PhotoShop,Adobe Illustrator",02/05/2023 15:37:17 WIB,Logo & Brand Guideline
300000,"saya membutuhkan developer wordpress yg bisa memodifikasi plugin payment gateway dan mengerti api qris dinamis pada web woocommerce (khususnya api bri) paymet gateway tidak mau menggunakan pihak ketiga seperti midtrans, ipaymu, dll kondisi sekarang sudah terpasang plugin qr payment dengan qris statis dengan 2 step, yaitu step pertama user scan qris pada tampilan pembayaran lalu memasukkan nominal yang tertera pada kolom checkout, lalu step kedua user diminta upload screenshot bukti hasil pembayaran dengan qris, lalu selesai yang diinginkan adalah pada saat checkout user memilih pembayaran dengan qr payment lalu akan tampil qris dan user tinggal scan qris tersebut tanpa harus input kembali nominal yang di checkout (qris dinamis) lalu selesai, jadi hanya butuh 1 step saja, user tidak perlu upload screenshot bukti transaksi qris...",3,"Programming,Web Programming,PHP,Wordpress,HTML,CSS,WooCommerce,API Gateway",03/05/2023 12:22:36 WIB,Modifikasi Plugin Payment Gateway Woocommerce Dan Integrasi Api Qris Dinamis Untuk Pilihan Pembayaran
1000000,"saya ada template wallet backend laravel mau di rubah ke node js dengan aplikasi flutter, silahkan bid jika sudah terbiasa dengan wallet aplikasi dan top up via visa, sertakan wa",7,"NodeJS,Flutter",14/05/2023 07:09:47 WIB,Rubah Sistem Wallet Dari Laravel Ke Node Js
600000,"dibutuhkan jasa pelaporan spt, laporan keuangan sudah selesai dan dibutuhkan untuk melaporkan spt untuk badan usaha",7,"Tax Consultation,Accounting,Financial Planning",13/05/2023 21:33:33 WIB,Pelaporan Spt Badan Usaha
500000,dicari konten kreator atau video editor untuk membuat 5 video reels kebaya / dress durasi maksimal 1 menit per video lokasi surabaya barat.,30,"Photography,Video Editing",13/05/2023 20:37:19 WIB,Konten Video Reels
250000,"saya mempunyai router modem epon zte f477v2 versi firmware china (bahasa cina) dan versi firmware bahasa inggris, nah saya ingin firmware dari versi bahasa inggris bisa di backup atau cloning supaya bisa untuk upgrade yang versi cina menjadi bahasa inggris untuk kerjanya nanti bisa via remote saya sediakan remote via any desk untuk megakses ip perangkat lokalnya, nah setelah itu silahkan untuk mengerjakannya untuk detailnya lagi nanti bisa ditanyakan kalau sudah sepakat",4,"Technical Support,Software Installation,Firmware Programming,Networking,Network Security",01/05/2023 10:10:40 WIB,Cloning Firmware Modem Zte F477V2 Epon
100000,aku mau belajar buat artikel untuk kerjaan sampingan sebagai penulis artikel diproject.co.id atau diplatform lainnya   jadi aku butuh mentor yang paham cara kerjanya penulis artikel di project.co.id dan bisa ngarahin cara kerja diproject.co.id   sebutkan juga kenapa aku harus milih kamu,7,"Search Engine Optimization (SEO),Writing,Copywriter,Content Writer",01/05/2023 06:27:45 WIB,Cari Mentor Buat Ngarahin Cara Buat Artikel
500000,"deskripsi pekerjaan:kami mencari seorang programmer yang handal untuk bergabung dengan tim kami dalam membuat bot check-in untuk program branding. programmer yang sukses akan bertanggung jawab untuk membangun bot telegram yang akan melakukan check-in harian pada klien kami yang terdaftar di program branding kami.membuat bot di telegram dan diperuntukan untuk check-in branding sticker di mobil, motor, dll tanggung jawab: merancang dan mengembangkan bot telegram untuk melakukan check-in harian untuk program branding...",3,"Programming,Python,ActionScript,SQL Server",30/04/2023 13:26:37 WIB,Dibutuhkan Programmer Untuk Membuat Bot Check-In Branding
100001,"saya membutuhkan dokumen persyaratan pembuatan domain .co,id proses bebas worker yang order dan saya bayar invoice nya lalu worker menyerahkan dokumen yang dibutuhkan atau saya sudah orderkan dulu, worker tinggal menyerahkan dokumen yang dibtuhkan silahkan tinggal kan telegram agar bisa saya hubungi",7,Legal Consultation,28/04/2023 10:38:45 WIB,Pembuatan Domain .Co.Id (Berkas Saja)
500000,"halo, saya butuh aplikasi sederhana berbasis web untuk keperluan tracking untuk lab kecil. aplikasi berfungsi untuk mengetahui hasil dari pemeriksaan dan status hasil itu (sudah selesai dan bisa diambil atau sedang dalam proses pengecekan). kurang lebih seperti tracking resi jne, tiki, dsb. selain itu pengunjung website bisa memberikan rating atau komentar. kalau ada yang bisa silahkan kasih penawaran harga, contoh aplikasi serupa dan waktu pengerjaan. thank you.",7,"Programming,Database Programming,Web Programming,Desktop Programming",28/04/2023 09:48:16 WIB,Web Based Application Tracking
150000,"hallo freelancer, mau minta tolong saya ada pekerjaan merubah warna peta , baik icon ataupun peta nya di kondisi tertentu, untuk library nya menggunakan amchart bahasa yg digunakan php + js, aplikasi saat ini sudah publish, jadi sifatnya mengcustom yg sudah ada, cara kerjanya nanti menggunakan git di invite",3,"JavaScript,PHP,CodeIgniter",28/04/2023 09:42:39 WIB,Merubah Warna Pada Peta Amchart
1000000,"saya ada aplikasi sistem ppob dan toko online dengan backend laravel dan android flutter, mau di rubah node js dari awalnya laravel untuk loading yang lebih realtime, silahkan cantumkan wa dan portofolionya",3,"Laravel Framework,NodeJS",26/04/2023 13:38:48 WIB,Merubah Dari Laravel Ke Node Js
1000000,"saya sedang butuh aplikasi android untuk memonitoring aktivitas di handphone anak. requirement - bisa mengaccess camera remotely (at least view camera) - keylogger - bisa remote view screen - bisa remote access mic (one way dengarin suara) - tanpa rooting - setelah config / install, icon di hide dari handphone / di mask dengan password status : - saya punya akses ke hp target  - semua permission bisa saya accept. tapi tidak boleh rooting. preferensi menggunakan flutter, tapi boleh di buat menggunakan apa saja",7,"Android,Android studio,Flutter",26/04/2023 13:28:37 WIB,Butuh Android Apps Monitoring Menggunakan Flutter
500000,butuh orang yang bisa bikin facebook group scrapper/fetcher menggunakan nodejs requirement - scrap postingan + komentar + nama + timestamp dari suatu group di facebook (public maupun private group) - hasil scrap berupa json boleh scrap manual ataupun pakai api,7,"NodeJS,Web Scrapping,Facebook",26/04/2023 13:26:06 WIB,Butuh Develop Untuk Facebook Group Scrapper
150000,target responden karyawan yang bekerja di pt.  butuh 100 responden. diharapkan yang mengiri kuisioner tidak jawab ngasal. butuh segera!!,7,"Data Entry,Microsoft Excel,Analysis",07/05/2023 12:31:08 WIB,Sebar Kuisioner Penelitian
2500000,"saya sedang mencari script / website buat toko saya fitur: login & register edit profile deposit saldo melalui bank ( cek otomatis/manual) integrasi payment gateway ( duitku/ipaymu/atau lainnya & bisa dipakai multi pgnya ) akun member & reseller upgrade reseller topup tanpa login & login potong saldo otomatis setelah topup game id checker refund transaksi berita harian voucher game history transaksi invoice transaksi open koneksi api/otomax/dll halaman admin : seperti history transaksi/deposit , pembelian harian / bulanan , dll jika ada fitur lainnya boleh provider  kiosgamer smile one ( di utamakan yang direct langsung ) highs domino unipin brl unipin my unipin indonesia razer gold gamepoint ( diutamakan yang direct langsung ) (untuk 7 ini apakah worker memakai apigames atau bot sendiri ? ) digiflazz buyer digiflazz seller untuk contoh website sudah banyak ya !!! diutamakan yang menggunakan laravel saya mendapatkan full source code ? berapa lama pengerjaan project ini ? bagaimana jika terjadi error / bug pada script ? - silahkan berikan demo dari website topup gamenya agar saya tau tampilannya bagaimana - berikan nomor yang bisa dihubungi melalui whatsapp admin note: dilarang mencantumkan ataupun meminta kontak pribadi pada deskripsi project ataupun pada link yang anda cantumkan...",7,"Web Programming,Laravel Framework",07/05/2023 10:30:50 WIB,Pembuatan Website Topup Game
150000,"membuat lapor kondisi ekonomi bilateral pada q1 2023. yang berisikan data perdagangan, pertumbuhan, kondisi makro dan mikro ekonomi. dalam bahasa inggris. diutamakan yang biasa menulis topik ekonomi dalam bahasa inggris. 4-5 halaman maksimal. tolong lampirkan portfolio",3,"Business Analysis,Risk Analysis,Market Research,Presentations,Writing,Analysis,Quantitative Analysis,Copywriter,Content Writer",12/05/2023 07:02:10 WIB,Membuat Laporan Kondisi Bilateral Ekonomi
2000000,"saat ini kami memerlukan aplikasi  android seperti wartel dengan menggunakan video call whatsapp. alur singkat aplikasinya seperti ini: konsumen memesan jumlah saldo ke kasir berupa kupon (qr-code)  aplikasi men-scan kupon qr-code tersebut untuk identifikasi jumlah saldo. setelah terverifikasi konsumen memasukan nomor telepon kemudian secara otomatis aplikasi wartel membuka whatsapp videocall (android intent whatsapp), call gsm, call whatsapp. setelah jumlah saldo habis, maka aplikasi wartel lgs menutup videocall...",30,"Java,Mobile Programming,Android",15/05/2023 22:06:52 WIB,"Aplikasi Android Wartel Dengan Memanfaatkan Whatsapp Videocall, Call Gsm, Whatsapp Call"
300000,"dear freelancer  bantu saya buatkan gant chart sperti gambar yang saya lampirkan  spesifikasi dengan html, css, dan js silahkan tawarkan harga terbaik",7,"JavaScript,HTML,CSS",15/05/2023 21:34:32 WIB,Gant Chart Html Css Js
300000,"selamat malam saya butuh orang untuk tempat saya bertanya-tanya terkait bootstrap khususnya segala hal terkait urusan estetika tampilan web misal bagaimana caranya agar ukuran gambar tidak kelihatan gepeng, bagaimana caranya membuat tampilan megamenu yang sesuai keinginan, dan masih banyak lainnya terkait urusan estetika tampilan web batas projek 1 bulan",30,"Tutorial/Assistant,Bootstrap",10/05/2023 06:27:27 WIB,Butuh Bantuan Terkait Bootstrap
3500000,"dibutuhkan developer untuk pembuatan website marketplace produk virtual detail: ada info seller information dibagian detail produknya payment gateway pakai eksternal (midtrans, xendit, atau yang lainnya) contoh: p-st*re.net, digital0ka.net silahkan kirimkan portofolio kalian",30,"Website,Web Design,Website Building",09/05/2023 22:26:53 WIB,Jasa Pembuatan Website Marketplace Produk Virtual
3000000,need pembuatan website wordrpess dengan fitur sebagai berikut profile & landing page event registration (custom) & payment news / berita shop / merchandise page - integrasi juga dengan payment gateway xendit multi language page (indo english) information page = total halaman sekitar 40 - 50 halaman referensi web : https://www.nyrr.org/tcsnycmarathon refeerensi web : https://preview.themeforest.net/item/converx-conference-single-event-theme/full_screen_preview/32232700 boleh menggunakan theme & plugin wordpress...,7,Wordpress,17/05/2023 07:08:08 WIB,Need Website Event Dan Ecommerce Wordpress
1000000,dicari konten kreator atau videografer/editor untuk membuat : - 1 video short/reels durasi pendek ke menengah (bisa di sesuaikan dengan konsep alur video) - mengikuti sesuai konsep yang sdh di sediakan (terlampir) - menyediakan suara voice over waktu pengerjaan : 7-14 hari,14,"Video Editing,Video Production",18/05/2023 17:47:50 WIB,Membuat Konten Video Otomotif
750000,"dibutuhkan minimal seorang sarjana yang berpengalaman menggunakan aplikasi nvivo untuk mengolah data kualitatif hasil dari wawancara dengan informan penelitian, mohon dilengkapi dengan cv terupdate dan pengalaman yang relevan serta contoh dari hasil pekerjaan nvivo yang telah dikerjakan sebelumnya. worker akan dipilih berdasarkan contoh hasil kerja yang menurut kami sesuai dengan kebutuhan. detail pekerjaan: 1 project pengolahan penelitian terhadap 1 program pelatihan menggunakan model cipp di nvivo, pelerjaan dianggap selesai apabila telah diolah menggunakan nvivo dan menghasilkan data olahan...",3,"Analysis,Quantitative Analysis",18/05/2023 17:46:59 WIB,Pengolahan Data Kualitatif Dengan Nvivo 12
2500000,saya disini membutuhkan developer fullstack.  aplikasi ini telah didesain menggunakan figma. aplikasi yg akan dibuat berbasis flutter/dart. server yg akan digunakan adalah aws.  mail server yg akan digunakan aws sns/ses. diutamakan yang sudah pernah atau berpengalaman dengan aws. nb : nda dibutuhkan untuk project ini. terima kasih.,30,"API Gateway,Flutter,AWS Cloud,Amazon Service Cloud",18/05/2023 14:42:09 WIB,Fullstack Aplikasi Absensi/Presensi
2500000,"dibutuhkan segera programmer android untuk pengembangan dan perbaikan  aplikasi pos yg sdh berjalan, pengembangan aplikasi dibawah ini detail terlampir silahkan di bid terima kasih",7,"MySQL,Java,Android,Java Native,Android studio",04/05/2023 16:33:11 WIB,Dibutuhkan Programmer Android
5000000,"lokasi di jakarta, installasi dan migrasi mail usernya 50 client. diskusi paket kerjanya dl",7,"Email Handling,Networking,Windows Server,Network Security,SQL Server",04/05/2023 15:50:17 WIB,Instalasi Dan Migrasi Mail Server Zimbra
1000000,"dicari jasa membuat shopify : 1. membuat design template 2. integrasi dengan facebook & instagram shop ( post produk di shopify- auto post di igshop/facebookshop ) 3. integrasi payment gateaway 4. integrasi ke jubelio (saya memakai jubelio , integrasi orderan masuk ke omnichanel) 5. pengiriman (ongkir) 6. pemakaian shopify 7. seo",14,"Web Research,Web Programming,Website,Web Design,Website Building,Website Templates,Web Scrapping",04/05/2023 15:41:45 WIB,Dicari Jasa Membuat Website Shopify
200000,membuat 20 artikel untuk menaikkan seo  dengan syarat sebagai berikut artikel = 500 kata dengan 4 gambar. upload ke wordpress cari gambar minimal 4 gambar per artikel edit background gambar dahulu sebelum post tapi ukuran harus dibawah 100kb seo harus hijau semua (yoast seo) save di draft nanti akan saya periksa search kata kunci nya di whatsmyserp minimal kata kuncinya 4 kata judul di ajukan oleh content writer,7,"Search Engine Optimization (SEO),Wordpress,Copywriter,Content Writer",03/05/2023 12:22:24 WIB,Buat Artikel Untuk Menaikkan Seo
500000,saya perlu asisten konsultan... yang berdomisili di tangerang mengerjakan 10 laporan setiap minggunya,7,"Business Analysis,CorelDRAW,Corel PhotoPaint,Analysis",03/05/2023 12:20:45 WIB,Asisten Konsultan
500000,"i am looking for php developer to develop landing page using a custom framework. you are required to convert an existing landing page (built using older version of the custom framework) to a new landing page (with the same contents) using newer version of the custom framework. the current landing page consists of the following sections: - header menu (logo and call link) - hero, cover image with a lead form - service benefits, 4 bullet points with description - side bar images (4 photos) - service list, 5-10 items of bullet points - about, 2 paragraph of text with a google maps embed - photo gallery with slider - testimonials, with list of logo thumbnails and 1 testimonial text paragraph you are not required to create the above from scratch, but rather migrate the above contents which already exists to a new template design...",14,"PHP,Bootstrap,Git",03/05/2023 12:20:29 WIB,Php Landing Page Development Using Custom Framework
75000,"halo freelancer, saya membutuhkan writer, dengan ketentuan sebagai berikut tema : laptop atau trouble shooting / perbaikan laptop jumlah artikel : 10 jumlah kata per artikel : 300 kata artikel disertai gambar (gambar tidak memiliki hak cipta, boleh diambil dari pixabay). bahasa penulisan santai, tidak kaku. writer langsung menulis di blog. artikel tidak copy paste (akan dicek dan minta perbaikan jika terdapat artikel hasil copy paste). project selesai jika telah selesai menulis 10 artikel dan semua artikel disetujui...",7,"Writing,Blog,Blogspot,Content Writer",13/05/2023 20:36:52 WIB,Butuh Writer
150000,"selamat siang, saya butuh 1 orang frelancer untuk mengisi artikel di website kami secara reguler. dibutuhkan 15 fresh artikel setiap bulannya untuk website karunggoni.id, rutin selama 6-12 ke depan (tergantung kualitas artikel). budget 150.000 - 250.000 tergantung kualitas artikel. persyaratannya: sudah berpengelaman bikin artikel orisinil (bukan copas edit) artikel minimal 500 kata paham betul tentang seo dan turunannya bersedia untuk memahami product knowledge perusahaan sebelum bikin artikel, agar artikel yang dibuat nanti isinya tidak melebar dan tetap membawa nilai perusahaan di dalamnya...",7,"Writing,Blog,Blogspot,Wordpress,Copywriter",13/05/2023 20:08:38 WIB,Dicari Freelancer Artikel (Jago Seo) Untuk Perusahaan Manufaktur
350000,mengubah codingan dari php native menjadi ci 3 dan menggunakan adminlte,7,CodeIgniter,13/05/2023 19:41:19 WIB,Programmer Ci 3
150000,"mengembalikan satu akun google yang tidak bisa diverivikasi oleh goggle (lupa sandi) tidak ada nomor hp, tidak ada email pemulihan dan tidak ada verivikasi 2 langkah. mohon dibantu untuk pemulihannya sehingga nanti bisa login email dan gdrive lagi. "" akun tersebut adalah benar merupakan akun sah yang kami miliki, semua dampak hukum dari pemulihan akun tersebut adalah menjadi tanggungjawab kami sepenuhnya""",2,"Administrative Support,Google Workspace",30/04/2023 15:06:00 WIB,Mengembalikan Akun Google Yang Tidak Bisa Di Verivikasi
1000000,"fast growing digital agency, need's creative team to support our clients in jatinangor bandung. we hope it's you.   - responsible for creating & managing social media campaign   - create creative content : video & photo    - gooo analytic & communication skill   location : jatinangor bandung",30,"Video Production,Analysis,Social Media",30/04/2023 10:04:40 WIB,Freelance Socmed Specialist
2500000,"info website: dibuild menggunakan wp www.fighterlighter.id rule: gunakan cara white hat seo no black hat seo (full abritrase 100% owner) page 1 google keyword ""korek api gas"" tidak page 1 google (tidak harus diatas sendiri, yang penting page 1) ingat ya, seo bukan sem mohon sertakan portofolio projek yang pernah dikerjakan, no wa/email **harga bidding boleh diatas budget range happy bidding",90,Search Engine Optimization (SEO),30/04/2023 06:11:38 WIB,Seo Page 1 Google Bergaransi
150000,cari yg bisa bantu upload apk ke akun saya. pengerjaan via remote anydesk. file aab dan akun playstore sudah ready.,7,"Android,Android studio",28/04/2023 09:41:28 WIB,Upload Apk Ke Playstore
1000000,"dicari yang bisa buat web registrasi anggota organisasi , dimana nanti anggota menginput datanya sendiri, lalu setelah itu di otorisasi oleh admin.  nanti anggota yang mendaftar akan mendapat e-kta sebagai contoh https://digital.nasdem.id/ bisa wa ke saya: 08xxxxxxxxxx9  admin note: dilarang mencantumkan ataupun meminta kontak pribadi pada deskripsi project ataupun pada link yang anda cantumkan. semua komunikasi harus dilakukan melalui fasilitas yang sudah disediakan projects.co.id...",14,"Web Programming,Web Design,Website Building",27/04/2023 22:32:25 WIB,Buat Web Registrasi Anggota
1000000,"halo, saya butuh worker yang bisa membuat aplikasi android untuk organisasi, tujuan aplikasinya adalah utk mencetak kartu anggota secara digital. alurnya : anggota mengisi data diri melalui aplikasi -> admin approvement melalui admin panel -> kartu terbit dan bisa didwonload melalui aplikasi mockup sudah tersedia di figma silahkan share portfolio anda saat bid",7,"Mobile Programming,Android,React Native,Kotlin",27/04/2023 22:10:07 WIB,Membuat Aplikasi Android Untuk Kartu Anggota
500000,"terbuka jasa untuk melakukan scripting atas hasil rekaman audio dan/video dari durasi 30 - 60 menit ke bentuk word dan dilakukan translate ke bahasa inggris setelahnya. ketentuan: tidak boleh menggunakan ai, tools generator atau converter karena hasil nya akan ngaco, mesti manual. jika ada yang tidak jelas tolong di highlight kuning pada draft hasil pekerjaan baik bahasa indonesia atau bahasa inggrisnya.  hasil transkrip lengkap, 1 file audio/video ke 1 file word (scipt bahasa indo + translate inggris)...",1,"Transcription,Business Document Translation,Translation",26/04/2023 12:27:01 WIB,Jasascripting Dari Recording Dan Terjemahkan Ke Bahasa Inggris
150000,"dibutuhkan pembuat soal untuk latihan soal masuk sma favorit: 1. sma taruna nusantara magelang 2. sma pradita dirgantara 3. sma taruna nala malang 4. sman 5 taruna brawijaya kediri 5. sma taruna angkasa madiun, dll. - soal yang dibuat antara lain: b. indonesia, b. inggris, matematika, ipa terpadu, ips terpadu, soal psikotest - boleh pilih salah satu mapel yang dikuasai - 1 paket soal terdiri dari 50 soal/mapel beserta pembahasan. - dibutuhkan 1 paket per masing-masing mapel. silahkan bisa bid dan lampirkan portofolio yang mendukung...",7,Microsoft Word,26/04/2023 11:41:13 WIB,"Pembuatan Latihan Soal Ujian Masuk Sma Taruna (Taruna Nusantara, Taruna Nala, Taruna Angkasa Dll)"
2500000,"kami membutuhkan seorang ahli pembuat resep untuk pabrikan ekstrudat. dalam hal ini ekstrudat coating kacang, kami perlu cara coating yang benar seperti apa dan bagaimana resepnya  bagi anda yang sudah mengerti susunan komposisi produk dan % nya, bagi anda yang mengerti alur produksi khususnya ekstrudat mari silahkan mencoba",7,"Business Consultation,Analysis",26/04/2023 11:35:04 WIB,Butuh Resep Detail Ekstrudat Costing Kacang
500000,"dibutuhkan cepatttt!!!! freelancer handal dan terpercaya dalam melakukan editing video offline. adapun lingkup pekerjaan: 1. melakukan editing offline raw material video hasil shooting dan sub tittle dalam b indonesia 2. durasi video : 3 - 5 menit 4. waktu pengerjaan offline editing : 10 video per hari jika anda memenuhi kualifikasi tersebut di atas, silakan ajukan penawaran terbaik anda!",1,Video Editing,07/05/2023 08:58:22 WIB,Editing Offline Video Edukasi
3000000,"hai .... saya mencari programer untuk website rental mobil multy vendor berbasis toko online dengan schema sebagai beikut : front end : pilih lokasi (google api )--> pilih jam penjemputan-->pilih kendaraan--> pilih durasi sewa--> pilih pemberhentian terakhir (optional ) --> check out ( rest api ke payment gateway )  ada dua kalau usd pakai paypal kalo idr pakai xendit . jenis user : client (penyewa ) member ( pemilik mobil) super admin  admin finance backend : booking schedule, pembayaran, membership,, komisi, data mobil ,data asuransi kendaraan, data pengemudi pemiliki mobil (optional) -->  localization untuk cabang pemesanan kendaraan multi item dan multi merk juga multi jenis sewa jenis sewa  : transfer 3 jam chartered 10 jam   jam jam an minimal 3 jam bulanan lepas kunci dan dengan pengemudi  website dinamis dan hybrid",7,"MySQL,Web Programming,JavaScript,PHP,Website,Web Design,Website Building,Java Native",07/05/2023 06:40:34 WIB,Buat Website Rental Mobil Multi Vendor
3000000,membuat website menggunakan wordpress : termasuk cta registrasi payment gateway dapat terintegrasi dengan version control,30,"PHP,Wordpress,Wordpress Templates,Laravel Framework,Github",07/05/2023 06:35:18 WIB,Website Menggunakan Wordpress
5000000,saya ingin membuat sistem membership dengan produk cloaker. sekilas cloaker bermanfaat untuk membypass moderasi iklan overclaim/gray di platform medsos dan saya juga akan mengenakan biaya kepada pengguna layanan saya dengan biaya perbulan dengan pembayaran tripay dan crypto payment gateway nowpayment. berikut fitur ringkasan fitur yang saya inginkan: membership input white page dan landing page proteksi dari vpn/proxy proteksi dari isp (yang sudah diblacklist dari database admin) blokir negara tertentu whitelist negara tertentu dan beberapa fitur lainnya akan saya berikan web contoh sebagai referensi pengerjaan bagi yang sanggup silahkan melakukan bid...,7,"Database Programming,Web Programming,JavaScript,PHP,Website,Web Design",01/05/2023 06:10:38 WIB,Pembuatan Situs Cloaker
150000,"mencari penulis yang paham seo untuk membantu saya dalam membuat artikel seputar ilmu teknik sipil, mesin, dan listrik. artikel yang ditulis tidak harus menjurus namun bisa bersifat lebih general agar mudah dibaca masyarakat awam. jumlah minimal dalam satu artikel yaitu 600 kata. silakan bid sesuai kemampuanmu, nantinya akan saya berikan next step nya untuk kamu bisa masuk seleksi.",7,"Search Engine Optimization (SEO),Architecture,Writing,Copywriter,Content Writer,Electronic",11/05/2023 20:24:47 WIB,"Penulis 5 Artikel Seputar Teknik Sipil, Teknik Mesin, Dan Teknik Listrik"
250000,"saya mencari satu orang freelancer basis di surabaya kota yang dapat membantu saya untuk survei lokasi tanah / rumah yang saya ingin survei (untuk dibeli & dihuni sendiri), mencari informasi owner, dan mengerti tentang konstruksi bangunan.  pembayaran per properti yang diobservasi, silahkan offer angka per properti informasikan nama, usia, kendaraan, lokasi tinggal di surabaya terima kasih",1,Personal Assistant,15/05/2023 20:35:08 WIB,Properti Surveyor Surabaya
750000,"halo, saya mencari freelancer berpengalaman untuk desain buku tentang menurunkan berat badan dengan cara diet dan olahraga (menggunakan desain dan illustrasi modern). total ada 70 halaman (dengan gambar), jika tanpa gambar jauh lebih sedikit jumlah halamannya. gambar dan ilustrasi bisa menggunakan stock photo (nanti saya bantu dapatkan) atau menggunakan midjourney. freelancer harus melampirkan contoh halaman buku yang pernah dibuat sebelumnya. terima kasih.",5,"Graphic Design,Logo Design,Web Design,Adobe Indesign,UI Design,UX Design",15/05/2023 19:23:42 WIB,Desain Ebook
500000,saya ingin membuat perhitungan lebih dari 1 tarif dalam 1 pemakian dengan syarat ketika aplikasi diclose lagi billing tetap sesuai perhitungan dan melanjutkann perhitungan. saya basic menggunakan java untuk pembuatan,3,"Java,Java Swing,Java Native",09/05/2023 22:13:36 WIB,Perhitungan Multi Tarif Pada Billing Futsal Menggunakan Java
750000,disistem kami ingin menambahkan fitur wallet dimana tablenya sudah ada untuk detilnya silahkan cek url ini https://www.evernote.com/shard/s720/sh/df74f675-7d85-0c91-8fee-2b71abeaa725/,7,CodeIgniter,17/05/2023 07:06:19 WIB,Menambahkan Fitur Wallet
750000,"dear worker.... saya sedang mencari freelancer untuk bagian admin website untuk melakukan kegiatan publish artikel. adapun kriteria yang saya cari yaitu : memahami dasar photoshop sudah terbiasa melakukan upload artikel menggunakan platform wordpress baik versi lama dan juga versi baru memahami minimal konsep dasar seo onpage atau memasang internal backlink di artikel adapun untuk job description dan juga alur kerja adalah sebagai berikut (mohon di perhatikan) anda akan kami kirimkan artikel yang nantinya akan diupload di website kami, kami memiliki beberapa website yang nantinya akan diinfokan lebih detail...",30,"Data Entry,Website,Blog,Wordpress",17/05/2023 07:06:00 WIB,Admin Website Untuk Publish Artikel Di Website
1000000,"yang punya akun canva contributor grafik elemen yang tidak terawat atau mau dijual, saya siap nampung",20,"Graphic Design,Canva,Grafis Vektor",16/05/2023 21:16:00 WIB,Dicari Akun Canva Contributor Elemen
750000,"membuat website company profile seperti  website ini https://www.wika-beton.co.id/ boleh dengan wordpress ataupun reactjs tapi untuk cms tetap pakai wordpress agar lebih mudah maintanance, juga beserta dengan hostingan dan maintanance kedepannya seperti biaya hosting per tahun dan lain"", tolong kalkulasi harga dilakukan dengan jelas dari awal, kalau bisa dibuatkan dengan jelas biayanya di excel dari awal",7,"Wordpress,Wordpress Templates,ReactJS",18/05/2023 14:28:01 WIB,Membuat Website Company Profile
1500000,"sesuai dengan judul, saya sedang mencari seorang content writer untuk tema khusus dalam bidang it. jumlah kata minimum di 500. saya mencari content writer  yang berpengalaman dan dapat menulis artikel yg berkualitas dan detail. juga tolong lampirkan contoh artikel anda (jika ada artikel yg berbahasa inggris akan sangat baik). terima kasih harga yg tercantum adalah utk kisaran 8 artikel/bulan (2 artikel/minggu)",30,"Copywriter,Content Writer",18/05/2023 13:51:38 WIB,Dicari Content Writer Untuk Artikel It
500000,"dibutuhkan jasa pelaporan spt dan pendapat finalisasi laporan keuangan. laporan keuangan terlah jadi, dibutuhkan jasa pendapat untuk finalisasi laporan keuangan dan melakukan laporan spt",7,"Tax Consultation,Accounting,Financial Planning",04/05/2023 14:36:30 WIB,Lapor Spt Indonesia
2000000,"butuh segera 1 orang admin online shop kriteria admin online: wanita umur 19-30 tahun bisa edit foto produk lebih bagus kalo bisa edit video bisa upload ke market place bisa handle market place bisa print resi market place biasa packing barang dengan rapih dan cepat minimal sma, ada ijazah domisili deket glodok diutamakan pengalaman pernah jadi admin online dibidang perkakas seperti tang, obeng, solder, tester job desk admin online: foto produk upload produk terima pesanan  siapin barang print resi packing barang beresin barang  ambil barang bebersih toko dst dst jam kerja: senin-sabtu jam 8 - selesai jangan chat disini langsung aja wa  nama: umur: alamat: pengalaman: pendidikan terakhir: contoh foto produk yang pernah dibuat: bisa langsung interview, test edit foto",7,"Graphic Design,Illustration,Adobe PhotoShop,Corel PhotoPaint,Vector Graphics,Adobe Illustrator,Photography,Video Editing,Adobe Premiere,Video Animation",03/05/2023 11:18:58 WIB,Editor Foto Onlineshop
3500000,"saya ingin mengajukan project pembuatan mobile application berdasarkan moneysite kami yang sudah berjalan. requirement : fungsi dari aplikasi ini nanti ialah di sisi client kami, sebagai user bisa menikmati permainan selayaknya di moneysite kami, bisa melakukan topup dengan lancar, akses ke promosi page dengan lancar, akses ke layanan cs live chat kami tanpa kendala harus berpindah ke new page atau layar berbeda. seamless experience. - aplikasi bisa di gunakan di android 9 ke atas dan ios 10 ke atas - pada backend side terdapat pilihan add/remove link website address, di tujukan agar bisa mengganti link tujuan moneysite  - sudah responsive bisa bekerja di semua jenis smartphone & tablet...",5,"Java,JavaScript,C/C++,ReactJS,Flutter,Kotlin",03/05/2023 11:18:26 WIB,Aplikasi Mobile Untuk Moneysite
